Port Number,Parameter Number,Parameter Name,Parameter Value,Parameter Value Enum,Parameter Max Value,Parameter Min Value,Parameter Default Value,Parameter Unit,Parameter Writable,Value Does Not Default
0,1201,Stroke Pos Count,0,,15000,0,0,    ,False,False
0,1202,Stroke Per Min,0.00,,50.00,0.00,0.00,    ,False,False
0,1203,Pump Off Count,0.00,,60000.00,0.00,0.00,    ,True,False
0,1204,PumpOff SleepCnt,0.00,,60000.00,0.00,0.00,    ,True,False
0,1205,Day Stroke Count,0.00,,65535.00,0.00,0.00,    ,False,False
0,1206,DI PumpOff Disbl,0.00,,159999.15,0.00,0.00,    ,True,False
0,1207,Pump OffSleepLvl,0.00,,10.00,0.00,0.00,Volt,False,False
0,1208,DI Pump Baseline,0.00,,159999.15,0.00,0.00,    ,True,False
0,1209,Reserved,0,,0,0,0,    ,False,False
0,1210,Profile Status,00000000,Step Bit 0  ,000FFFFF,00000000,00000000,    ,False,False
0,1211,Reserved,0,,0,0,0,    ,False,False
0,1212,Units Traveled,0.00,,2200000000.00,-2200000000.00,0.00,Cnts,False,False
0,1213,Profile Command,00001800,,00001FFF,00000000,00001800,    ,True,False
0,1214,Reserved,0,,0,0,0,    ,False,False
0,1215,Counts Per Unit,1,,2200000000,1,1,    ,True,False
0,1216,ProfVel Override,100.00,,150.00,10.00,100.00,%   ,True,False
0,1217,Prof DI Invert,00000000,Hold Step   ,01FFFFFF,00000000,00000000,    ,True,False
0,1218,DI Hold Step,0.00,,159999.15,0.00,0.00,    ,True,False
0,1219,DI Abort Step,0.00,,159999.15,0.00,0.00,    ,True,False
0,1220,DI Abort Profile,0.00,,159999.15,0.00,0.00,    ,True,False
0,1221,DI Vel Override,0.00,,159999.15,0.00,0.00,    ,True,False
0,1222,DI StrtStep Sel0,0.00,,159999.15,0.00,0.00,    ,True,False
0,1223,DI StrtStep Sel1,0.00,,159999.15,0.00,0.00,    ,True,False
0,1224,DI StrtStep Sel2,0.00,,159999.15,0.00,0.00,    ,True,False
0,1225,DI StrtStep Sel3,0.00,,159999.15,0.00,0.00,    ,True,False
0,1226,DI StrtStep Sel4,0.00,,159999.15,0.00,0.00,    ,True,False
0,1227,Reserved,0,,0,0,0,    ,False,False
0,1228,Reserved,0,,0,0,0,    ,False,False
0,1229,Reserved,0,,0,0,0,    ,False,False
0,1230,Step 1 Type,0,Speed       ,2,0,0,    ,True,False
0,1231,Step 1 Velocity,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,1232,Step 1 Accel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1233,Step 1 Decel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1234,Step 1 Value,0,,2147483647,-2147483648,0,    ,True,False
0,1235,Step 1 Dwell,0.00,,3600.00,-1.00,0.00,Secs,True,False
0,1236,Step 1 Batch,1,,65535,0,1,    ,True,False
0,1237,Step 1 Next,2,,16,1,2,    ,True,False
0,1238,Step 1 Action,1,Step to Next,6,0,1,    ,True,False
0,1239,Step 1 Dig In,0.00,,159999.15,0.00,0.00,    ,True,False
0,1240,Step 2 Type,0,Speed       ,2,0,0,    ,True,False
0,1241,Step 2 Velocity,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,1242,Step 2 Accel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1243,Step 2 Decel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1244,Step 2 Value,0,,2147483647,-2147483648,0,    ,True,False
0,1245,Step 2 Dwell,0.00,,3600.00,-1.00,0.00,Secs,True,False
0,1246,Step 2 Batch,1,,65535,0,1,    ,True,False
0,1247,Step 2 Next,3,,16,1,3,    ,True,False
0,1248,Step 2 Action,1,Step to Next,6,0,1,    ,True,False
0,1249,Step 2 Dig In,0.00,,159999.15,0.00,0.00,    ,True,False
0,1250,Step 3 Type,0,Speed       ,2,0,0,    ,True,False
0,1251,Step 3 Velocity,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,1252,Step 3 Accel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1253,Step 3 Decel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1254,Step 3 Value,0,,2147483647,-2147483648,0,    ,True,False
0,1255,Step 3 Dwell,0.00,,3600.00,-1.00,0.00,Secs,True,False
0,1256,Step 3 Batch,1,,65535,0,1,    ,True,False
0,1257,Step 3 Next,4,,16,1,4,    ,True,False
0,1258,Step 3 Action,1,Step to Next,6,0,1,    ,True,False
0,1259,Step 3 Dig In,0.00,,159999.15,0.00,0.00,    ,True,False
0,1260,Step 4 Type,0,Speed       ,2,0,0,    ,True,False
0,1261,Step 4 Velocity,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,1262,Step 4 Accel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1263,Step 4 Decel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1264,Step 4 Value,0,,2147483647,-2147483648,0,    ,True,False
0,1265,Step 4 Dwell,0.00,,3600.00,-1.00,0.00,Secs,True,False
0,1266,Step 4 Batch,1,,65535,0,1,    ,True,False
0,1267,Step 4 Next,5,,16,1,5,    ,True,False
0,1268,Step 4 Action,1,Step to Next,6,0,1,    ,True,False
0,1269,Step 4 Dig In,0.00,,159999.15,0.00,0.00,    ,True,False
0,1270,Step 5 Type,0,Speed       ,2,0,0,    ,True,False
0,1271,Step 5 Velocity,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,1272,Step 5 Accel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1273,Step 5 Decel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1274,Step 5 Value,0,,2147483647,-2147483648,0,    ,True,False
0,1275,Step 5 Dwell,0.00,,3600.00,-1.00,0.00,Secs,True,False
0,1276,Step 5 Batch,1,,65535,0,1,    ,True,False
0,1277,Step 5 Next,6,,16,1,6,    ,True,False
0,1278,Step 5 Action,1,Step to Next,6,0,1,    ,True,False
0,1279,Step 5 Dig In,0.00,,159999.15,0.00,0.00,    ,True,False
0,1280,Step 6 Type,0,Speed       ,2,0,0,    ,True,False
0,1281,Step 6 Velocity,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,1282,Step 6 Accel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1283,Step 6 Decel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1284,Step 6 Value,0,,2147483647,-2147483648,0,    ,True,False
0,1285,Step 6 Dwell,0.00,,3600.00,-1.00,0.00,Secs,True,False
0,1286,Step 6 Batch,1,,65535,0,1,    ,True,False
0,1287,Step 6 Next,7,,16,1,7,    ,True,False
0,1288,Step 6 Action,1,Step to Next,6,0,1,    ,True,False
0,1289,Step 6 Dig In,0.00,,159999.15,0.00,0.00,    ,True,False
0,1290,Step 7 Type,0,Speed       ,2,0,0,    ,True,False
0,1291,Step 7 Velocity,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,1292,Step 7 Accel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1293,Step 7 Decel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1294,Step 7 Value,0,,2147483647,-2147483648,0,    ,True,False
0,1295,Step 7 Dwell,0.00,,3600.00,-1.00,0.00,Secs,True,False
0,1296,Step 7 Batch,1,,65535,0,1,    ,True,False
0,1297,Step 7 Next,8,,16,1,8,    ,True,False
0,1298,Step 7 Action,1,Step to Next,6,0,1,    ,True,False
0,1299,Step 7 Dig In,0.00,,159999.15,0.00,0.00,    ,True,False
0,1300,Step 8 Type,0,Speed       ,2,0,0,    ,True,False
0,1301,Step 8 Velocity,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,1302,Step 8 Accel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1303,Step 8 Decel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1304,Step 8 Value,0,,2147483647,-2147483648,0,    ,True,False
0,1305,Step 8 Dwell,0.00,,3600.00,-1.00,0.00,Secs,True,False
0,1306,Step 8 Batch,1,,65535,0,1,    ,True,False
0,1307,Step 8 Next,9,,16,1,9,    ,True,False
0,1308,Step 8 Action,1,Step to Next,6,0,1,    ,True,False
0,1309,Step 8 Dig In,0.00,,159999.15,0.00,0.00,    ,True,False
0,1310,Step 9 Type,0,Speed       ,2,0,0,    ,True,False
0,1311,Step 9 Velocity,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,1312,Step 9 Accel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1313,Step 9 Decel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1314,Step 9 Value,0,,2147483647,-2147483648,0,    ,True,False
0,1315,Step 9 Dwell,0.00,,3600.00,-1.00,0.00,Secs,True,False
0,1316,Step 9 Batch,1,,65535,0,1,    ,True,False
0,1317,Step 9 Next,10,,16,1,10,    ,True,False
0,1318,Step 9 Action,1,Step to Next,6,0,1,    ,True,False
0,1319,Step 9 Dig In,0.00,,159999.15,0.00,0.00,    ,True,False
0,1320,Step 10 Type,0,Speed       ,2,0,0,    ,True,False
0,1321,Step 10 Velocity,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,1322,Step 10 Accel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1323,Step 10 Decel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1324,Step 10 Value,0,,2147483647,-2147483648,0,    ,True,False
0,1325,Step 10 Dwell,0.00,,3600.00,-1.00,0.00,Secs,True,False
0,1326,Step 10 Batch,1,,65535,0,1,    ,True,False
0,1327,Step 10 Next,11,,16,1,11,    ,True,False
0,1328,Step 10 Action,1,Step to Next,6,0,1,    ,True,False
0,1329,Step 10 Dig In,0.00,,159999.15,0.00,0.00,    ,True,False
0,1330,Step 11 Type,0,Speed       ,2,0,0,    ,True,False
0,1331,Step 11 Velocity,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,1332,Step 11 Accel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1333,Step 11 Decel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1334,Step 11 Value,0,,2147483647,-2147483648,0,    ,True,False
0,1335,Step 11 Dwell,0.00,,3600.00,-1.00,0.00,Secs,True,False
0,1336,Step 11 Batch,1,,65535,0,1,    ,True,False
0,1337,Step 11 Next,12,,16,1,12,    ,True,False
0,1338,Step 11 Action,1,Step to Next,6,0,1,    ,True,False
0,1339,Step 11 Dig In,0.00,,159999.15,0.00,0.00,    ,True,False
0,1340,Step 12 Type,0,Speed       ,2,0,0,    ,True,False
0,1341,Step 12 Velocity,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,1342,Step 12 Accel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1343,Step 12 Decel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1344,Step 12 Value,0,,2147483647,-2147483648,0,    ,True,False
0,1345,Step 12 Dwell,0.00,,3600.00,-1.00,0.00,Secs,True,False
0,1346,Step 12 Batch,1,,65535,0,1,    ,True,False
0,1347,Step 12 Next,13,,16,1,13,    ,True,False
0,1348,Step 12 Action,1,Step to Next,6,0,1,    ,True,False
0,1349,Step 12 Dig In,0.00,,159999.15,0.00,0.00,    ,True,False
0,1350,Step 13 Type,0,Speed       ,2,0,0,    ,True,False
0,1351,Step 13 Velocity,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,1352,Step 13 Accel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1353,Step 13 Decel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1354,Step 13 Value,0,,2147483647,-2147483648,0,    ,True,False
0,1355,Step 13 Dwell,0.00,,3600.00,-1.00,0.00,Secs,True,False
0,1356,Step 13 Batch,1,,65535,0,1,    ,True,False
0,1357,Step 13 Next,14,,16,1,14,    ,True,False
0,1358,Step 13 Action,1,Step to Next,6,0,1,    ,True,False
0,1359,Step 13 Dig In,0.00,,159999.15,0.00,0.00,    ,True,False
0,1360,Step 14 Type,0,Speed       ,2,0,0,    ,True,False
0,1361,Step 14 Velocity,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,1362,Step 14 Accel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1363,Step 14 Decel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1364,Step 14 Value,0,,2147483647,-2147483648,0,    ,True,False
0,1365,Step 14 Dwell,0.00,,3600.00,-1.00,0.00,Secs,True,False
0,1366,Step 14 Batch,1,,65535,0,1,    ,True,False
0,1367,Step 14 Next,15,,16,1,15,    ,True,False
0,1368,Step 14 Action,1,Step to Next,6,0,1,    ,True,False
0,1369,Step 14 Dig In,0.00,,159999.15,0.00,0.00,    ,True,False
0,1370,Step 15 Type,0,Speed       ,2,0,0,    ,True,False
0,1371,Step 15 Velocity,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,1372,Step 15 Accel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1373,Step 15 Decel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1374,Step 15 Value,0,,2147483647,-2147483648,0,    ,True,False
0,1375,Step 15 Dwell,0.00,,3600.00,-1.00,0.00,Secs,True,False
0,1376,Step 15 Batch,1,,65535,0,1,    ,True,False
0,1377,Step 15 Next,16,,16,1,16,    ,True,False
0,1378,Step 15 Action,1,Step to Next,6,0,1,    ,True,False
0,1379,Step 15 Dig In,0.00,,159999.15,0.00,0.00,    ,True,False
0,1380,Step 16 Type,0,Speed       ,2,0,0,    ,True,False
0,1381,Step 16 Velocity,0.00,,480.00,-480.00,0.00,Hz  ,True,False
0,1382,Step 16 Accel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1383,Step 16 Decel,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1384,Step 16 Value,0,,2147483647,-2147483648,0,    ,True,False
0,1385,Step 16 Dwell,0.00,,3600.00,-1.00,0.00,Secs,True,False
0,1386,Step 16 Batch,1,,65535,0,1,    ,True,False
0,1387,Step 16 Next,16,,16,1,16,    ,True,False
0,1388,Step 16 Action,1,Step to Next,6,0,1,    ,True,False
0,1389,Step 16 Dig In,0.00,,159999.15,0.00,0.00,    ,True,False
0,1390,PCAM Control,0000,Start       ,01FF,0000,0000,    ,True,False
0,1391,PCAM Mode,0,Off         ,3,0,0,    ,True,False
0,1392,PCAM Psn Select,1393,,159999,1,1393,    ,True,False
0,1393,PCAM Psn Stpt,0,,2147483647,-2147483648,0,    ,True,False
0,1394,PCAM Psn Ofst,0,,2147483647,-2147483648,0,    ,True,False
0,1395,PCAM PsnOfst Eps,2000,,2147483647,0,2000,    ,True,False
0,1396,PCAM Span X,8192,,2147483647,0,8192,    ,True,False
0,1397,PCAM Scale X,1.00,,214748000.00,0.01,1.00,    ,True,False
0,1398,PCAM Span Y,8192,,2147483647,0,8192,    ,True,False
0,1399,PCAM ScaleY Sel,1400,,159999,1,1400,    ,True,False
0,1400,PCAM ScaleYSetPt,1.00,,214748000.00,0.00,1.00,    ,True,False
0,1401,PCAM VelScaleSel,1402,,159999,1,1402,    ,True,False
0,1402,PCAM VelScaleSP,0.000100,,8.000000,0.000000,0.000100,MPE ,True,False
0,1403,PCAM Slope Begin,0.00,,214748000.00,-214748000.00,0.00,    ,True,False
0,1404,PCAM Slope End,0.00,,214748000.00,-214748000.00,0.00,    ,True,False
0,1405,PCAM Main EndPnt,0,,15,0,0,    ,True,False
0,1406,PCAM Main Types,00000000,CubicCurve0 ,0000FFFF,00000000,00000000,    ,True,False
0,1407,PCAM Main Pt X 0,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1408,PCAM Main Pt Y 0,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1409,PCAM Main Pt X 1,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1410,PCAM Main Pt Y 1,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1411,PCAM Main Pt X 2,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1412,PCAM Main Pt Y 2,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1413,PCAM Main Pt X 3,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1414,PCAM Main Pt Y 3,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1415,PCAM Main Pt X 4,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1416,PCAM Main Pt Y 4,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1417,PCAM Main Pt X 5,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1418,PCAM Main Pt Y 5,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1419,PCAM Main Pt X 6,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1420,PCAM Main Pt Y 6,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1421,PCAM Main Pt X 7,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1422,PCAM Main Pt Y 7,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1423,PCAM Main Pt X 8,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1424,PCAM Main Pt Y 8,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1425,PCAM Main Pt X 9,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1426,PCAM Main Pt Y 9,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1427,PCAM Main PtX 10,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1428,PCAM Main PtY 10,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1429,PCAM Main PtX 11,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1430,PCAM Main PtY 11,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1431,PCAM Main PtX 12,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1432,PCAM Main PtY 12,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1433,PCAM Main PtX 13,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1434,PCAM Main PtY 13,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1435,PCAM Main PtX 14,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1436,PCAM Main PtY 14,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1437,PCAM Main PtX 15,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1438,PCAM Main PtY 15,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1439,PCAM Aux EndPnt,1,,15,1,1,    ,True,False
0,1440,PCAM Aux Types,00000000,Reserved    ,0000FFFF,00000000,00000000,    ,True,False
0,1441,PCAM Aux Pt X 1,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1442,PCAM Aux Pt Y 1,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1443,PCAM Aux Pt X 2,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1444,PCAM Aux Pt Y 2,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1445,PCAM Aux Pt X 3,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1446,PCAM Aux Pt Y 3,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1447,PCAM Aux Pt X 4,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1448,PCAM Aux Pt Y 4,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1449,PCAM Aux Pt X 5,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1450,PCAM Aux Pt Y 5,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1451,PCAM Aux Pt X 6,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1452,PCAM Aux Pt Y 6,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1453,PCAM Aux Pt X 7,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1454,PCAM Aux Pt Y 7,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1455,PCAM Aux Pt X 8,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1456,PCAM Aux Pt Y 8,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1457,PCAM Aux Pt X 9,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1458,PCAM Aux Pt Y 9,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1459,PCAM Aux PtX 10,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1460,PCAM Aux PtY 10,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1461,PCAM Aux PtX 11,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1462,PCAM Aux PtY 11,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1463,PCAM Aux PtX 12,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1464,PCAM Aux PtY 12,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1465,PCAM Aux PtX 13,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1466,PCAM Aux PtY 13,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1467,PCAM Aux PtX 14,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1468,PCAM Aux PtY 14,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1469,PCAM Aux PtX 15,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1470,PCAM Aux PtY 15,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,1471,PCAM Status,00000000,Single Mode ,00001FFF,00000000,00000000,    ,False,False
0,1472,PCAM Vel Out,0.00,,480.00,0.00,0.00,Hz  ,False,False
0,1473,PCAM Psn Out,0,,220000000,-220000000,0,    ,False,False
0,1474,DI PCAM Start,0.00,,159999.15,0.00,0.00,    ,True,False
0,1475,Reserved,0,,0,0,0,    ,False,False
0,1476,Reserved,0,,0,0,0,    ,False,False
0,1477,Reserved,0,,0,0,0,    ,False,False
0,1478,Reserved,0,,0,0,0,    ,False,False
0,1479,Reserved,0,,0,0,0,    ,False,False
0,1480,Reserved,0,,0,0,0,    ,False,False
0,1481,Reserved,0,,0,0,0,    ,False,False
0,1482,Reserved,0,,0,0,0,    ,False,False
0,1483,Reserved,0,,0,0,0,    ,False,False
0,1484,Reserved,0,,0,0,0,    ,False,False
0,1485,Reserved,0,,0,0,0,    ,False,False
0,1486,Reserved,0,,0,0,0,    ,False,False
0,1487,Reserved,0,,0,0,0,    ,False,False
0,1488,Reserved,0,,0,0,0,    ,False,False
0,1489,Reserved,0,,0,0,0,    ,False,False
0,1490,Reserved,0,,0,0,0,    ,False,False
0,1491,Reserved,0,,0,0,0,    ,False,False
0,1492,Reserved,0,,0,0,0,    ,False,False
0,1493,Reserved,0,,0,0,0,    ,False,False
0,1494,Reserved,0,,0,0,0,    ,False,False
0,1495,Reserved,0,,0,0,0,    ,False,False
0,1496,Reserved,0,,0,0,0,    ,False,False
0,1497,Reserved,0,,0,0,0,    ,False,False
0,1498,Reserved,0,,0,0,0,    ,False,False
0,1499,Reserved,0,,0,0,0,    ,False,False
0,1500,Roll Psn Config,0000,Enable      ,000F,0000,0000,    ,True,False
0,1501,Roll Psn Status,0000,Enable      ,0003,0000,0000,    ,False,False
0,1502,RP Psn Fdbk Stpt,0,,2147483647,-2147483648,0,    ,True,False
0,1503,RP Psn Fdbk Sel,1502,,159999,0,1502,    ,True,False
0,1504,Roll Psn Preset,0,,2147483647,-2147483648,0,    ,True,False
0,1505,Roll Psn Offset,0,,2147483647,-2147483648,0,    ,True,False
0,1506,RP EPR Input,4096,,67108864,1,4096,    ,True,False
0,1507,RP Rvls Input,1,,1000000,-1000000,1,    ,True,False
0,1508,RP Rvls Output,1,,2000000,1,1,    ,True,False
0,1509,RP Unwind,4194304,,536870912,1024,4194304,    ,True,False
0,1510,RP Unit Scale,1.00000,,220000000.00000,-220000000.00000,1.00000,    ,True,False
0,1511,RP Psn Output,0,,4294967295,0,0,    ,False,False
0,1512,RP Unit Out,0.00,,220000000.00,-220000000.00,0.00,    ,False,False
0,1513,Reserved,0,,0,0,0,    ,False,False
0,1514,Reserved,0,,0,0,0,    ,False,False
0,1515,PsnTrqBst Ctrl,0000,Boost Enable,0001,0000,0000,    ,True,False
0,1516,PsnTrqBst Sts,0000,Enabled     ,0003,0000,0000,    ,False,False
0,1517,PsnTrqBst RefSel,1511,,159999,0,1511,    ,True,False
0,1518,PsnTrqBstPsnOfst,0,,2147483647,-2147483648,0,    ,True,False
0,1519,PsnTrqBst UNWCnt,4194304,,2147483647,1024,4194304,    ,True,False
0,1520,PsnTrqBst Ps X1,0,,2147483647,0,0,    ,True,False
0,1521,PsnTrqBst Ps X2,0,,2147483647,0,0,    ,True,False
0,1522,PsnTrqBst Ps X3,0,,2147483647,0,0,    ,True,False
0,1523,PsnTrqBst Ps X4,0,,2147483647,0,0,    ,True,False
0,1524,PsnTrqBst Ps X5,0,,2147483647,0,0,    ,True,False
0,1525,PsnTrqBst Trq Y2,0.00,,2.00,-2.00,0.00,    ,True,False
0,1526,PsnTrqBst Trq Y3,0.00,,2.00,-2.00,0.00,    ,True,False
0,1527,PsnTrqBst Trq Y4,0.00,,2.00,-2.00,0.00,    ,True,False
0,1528,PsnTrqBst TrqOut,0.00,,2.00,-2.00,0.00,    ,False,False
0,1529,Reserved,0,,0,0,0,    ,False,False
0,1530,Reserved,0,,0,0,0,    ,False,False
0,1531,Reserved,0,,0,0,0,    ,False,False
0,1532,Reserved,0,,0,0,0,    ,False,False
0,1533,Reserved,0,,0,0,0,    ,False,False
0,1534,Reserved,0,,0,0,0,    ,False,False
0,1535,VB Config,0000,VB Enable   ,001F,0000,0000,    ,True,False
0,1536,VB Status,0000,VB Enabled  ,00FF,0000,0000,    ,False,False
0,1537,VB Voltage,0.0,,460.0,0.0,0.0,VAC ,False,False
0,1538,VB Time,1.0,,100.0,0.0,1.0,Secs,True,False
0,1539,VB Minimum,2.0,,10.0,0.0,2.0,VAC ,True,False
0,1540,VB Maximum,10.0,,115.0,0.0,10.0,VAC ,True,False
0,1541,VB Accel Rate,0.75,,327.67,0.01,0.75,V/s ,True,False
0,1542,VB Decel Rate,6.00,,327.67,0.01,6.00,V/s ,True,False
0,1543,VB Frequency,0.8,,10.0,0.5,0.8,Hz  ,True,False
0,1544,VB Min Freq,0.5,,10.0,0.1,0.5,Hz  ,True,False
0,1545,VB Flux Thresh,1.7,,3.4,0.0,1.7,Amps,True,False
0,1546,VB Flux Lag Freq,0.60,,100.00,0.01,0.60,R/S ,True,False
0,1547,VB Filt Flux Cur,0.0,,6.8,0.0,0.0,Amps,False,False
0,1548,VB Current Rate,0.0,,1000.0,-1000.0,0.0,A/s ,False,False
0,1549,VB Current Hyst,0.0,,100.0,-100.0,0.0,    ,True,False
0,1550,VB Cur Thresh,-25.0,,1000.0,-1000.0,-25.0,    ,True,False
0,1551,VB Rate Lag Freq,2.60,,100.00,0.01,2.60,R/S ,True,False
0,1552,Reserved,0,,0,0,0,    ,False,False
0,1553,Reserved,0,,0,0,0,    ,False,False
0,1554,Reserved,0,,0,0,0,    ,False,False
0,1555,Reserved,0,,0,0,0,    ,False,False
0,1556,Reserved,0,,0,0,0,    ,False,False
0,1557,Reserved,0,,0,0,0,    ,False,False
0,1558,Reserved,0,,0,0,0,    ,False,False
0,1559,Reserved,0,,0,0,0,    ,False,False
0,1560,FrctnComp Mode,0,Disabled    ,3,0,0,    ,True,False
0,1561,FrctnComp Trig,0.15,,0.27,0.00,0.15,Hz  ,True,False
0,1562,FrctnComp Hyst,0.06,,0.27,0.00,0.06,Hz  ,True,False
0,1563,FrctnComp Time,6,,18,0,6,mSec,True,False
0,1564,FrctnComp Stick,15.00,,800.00,0.00,15.00,%   ,True,False
0,1565,FrctnComp Slip,10.00,,800.00,0.00,10.00,%   ,True,False
